id,text,incident_types,type_labels,severity,severity_label
4083,in places where there is a strong ocha presence specialists will be more useful than generalists,['emergency'],[9],Green,0
18453,i do not have pain in my stomach anymore since i have access to filtered water,"['emergency', 'aid_related', 'water']","[9, 1, 33]",Yellow,1
5582,while authorities have ordered evacuations and more than 200 000 people have fled the immediate area many people have stayed behind or return when the mountain quiets,"['emergency', 'aid_related', 'refugees', 'weather_related', 'earthquake']","[9, 1, 24, 34, 7]",Red,2
2877,police dogs sniffed for bodies,['emergency'],[9],Green,0
4701,canada is providing much needed assistance by working with our trusted partners including the world food programme unicef care canada unhcr and oxfam canada ensuring our help reaches those in need,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
9933,i would like to have all information for today please,['emergency'],[9],Green,0
19415,please send us something it can be some money thank you in advance,"['emergency', 'request', 'aid_related', 'money', 'direct_report']","[9, 25, 1, 19, 6]",Yellow,1
2651,this shocking new evidence is further proof of the appalling crimes being committed with abandon by all sides in the conflict,"['emergency', 'aid_related', 'security', 'military']","[9, 1, 27, 17]",Yellow,1
15583,as mentioned in my previous report a diplomatic initiative was launched in february by president sayyed mohammad khatami of the islamic republic of iran in his capacity as chairman of oic,['emergency'],[9],Green,0
10475,several hundred thousands of homes were washed away when wind driven tidal surges up to 3 meters destroyed the coastal belt,"['emergency', 'aid_related', 'shelter', 'buildings', 'weather_related', 'floods', 'storm']","[9, 1, 28, 2, 34, 11, 30]",Red,2
5646,hurricane last week nor easter this week maybe it is time to move,"['emergency', 'aid_related', 'refugees', 'weather_related', 'storm']","[9, 1, 24, 34, 30]",Red,2
1821,rockaways also need mops ready to eat food and cleaning supplies saturday 11 3 1 47 pm,['emergency'],[9],Green,0
14065,road networks were so badly damaged by floods that wfp has at times been forced to send south bound food from more distant central and northern regions rather than from maputo in order to circumvent blockages along the en1 the main national road often adding hundreds of extra kilometres to the journey,"['emergency', 'aid_related', 'food', 'transport', 'weather_related', 'floods']","[9, 1, 12, 32, 34, 11]",Red,2
7413,continuous rainfall in many village areas has caused floods and landslides which have paralyzed traffic flows,"['emergency', 'transport', 'weather_related', 'floods', 'storm']","[9, 32, 34, 11, 30]",Red,2
9522,the army rescue parties travelling in groups of 10 or 12 people were struggling on foot through snowdrifts 15 feet five meters deep to reach the isolated villages reeling under the heaviest snow in two decades,"['emergency', 'transport', 'weather_related', 'cold']","[9, 32, 34, 4]",Yellow,1
17968,tajikistan vanj earthquake situation report 3 http tinyurl com yegvk7d,"['emergency', 'weather_related', 'earthquake', 'direct_report']","[9, 34, 7, 6]",Red,2
7146,we need help because of cold climate,"['emergency', 'request', 'weather_related', 'cold', 'direct_report']","[9, 25, 34, 4, 6]",Yellow,1
957,what is the government going to do about all the homes that have not been cleaned up in port au prince,"['emergency', 'request', 'aid_related', 'shelter', 'buildings', 'direct_report']","[9, 25, 1, 28, 2, 6]",Yellow,1
2110,the organization department of the communist party of china cpc central committee has allocated 10 million yuan 1 59 million u s dollars taken from paid membership dues to fund disaster relief work in nine regions hit hard by recent torrential rains and floods,"['emergency', 'aid_related', 'search_and_rescue', 'money', 'weather_related', 'floods']","[9, 1, 26, 19, 34, 11]",Red,2
10960,what we had to eat is all done we are about 240 people,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
5108,a major earthquake measuring 7 8 on the richter scale jolted wenchuan at 2 28 p m monday the state seismological bureau said,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
16527,the villagers from the area are opposing the government s decision as the aravalis function as a major water recharge zone and any chance of leakage of leachate from solid waste would pollute their groundwater,"['emergency', 'aid_related', 'water']","[9, 1, 33]",Yellow,1
7631,fully damaged pucca houses will get compensation of rs 35 000 each,"['emergency', 'buildings']","[9, 2]",Yellow,1
19446,cap haitien was hit by a landslide this morning a school has been buried under a pile of sand with 4 deaths,"['emergency', 'aid_related', 'death', 'infrastructure_related', 'aid_centers', 'weather_related', 'other_weather']","[9, 1, 5, 14, 0, 34, 23]",Black,3
18081,tele communication links both mobile phone masts and landlines could well be damaged making communications difficult providing for the needs of ever increasing numbers of climate migrants is proving difficult in a country with few resources to help them,"['emergency', 'aid_related', 'refugees', 'infrastructure_related', 'electricity', 'other_infrastructure']","[9, 1, 24, 14, 8, 22]",Yellow,1
19138,relief supplies continue to pour into the student center of the acehnese students dormitory in jogjakarta on the island of java,['emergency'],[9],Green,0
7923,la ni a is characterized by unusually cold ocean temperatures in the equatorial pacific,['emergency'],[9],Green,0
10500,unavailability of rescue services shikarpur,"['emergency', 'aid_related', 'search_and_rescue']","[9, 1, 26]",Red,2
8847,az87au ur cousin shouldnt try to go home s he should stay in santiago it s safer hablas espa ö ol para ke hablams ngles xd,['emergency'],[9],Green,0
18006,what we had to eat is finished we re about 240 people,['emergency'],[9],Green,0
19016,free medical checkups are arranged to monitor malnutrition cases and other ailments,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
14790,scores of heavily armed militants on wednesday rampaged through more than a dozen villages in the kala balge district in borno state shooting hacking residents to death and razing homes,"['emergency', 'buildings']","[9, 2]",Yellow,1
2960,how long it will take for the people who have their houses intact to re enter there,['emergency'],[9],Green,0
4640,where can i find food i am a survivor,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
2399,the town was isolated for more than three days after the quake before the road reopened on may 17,"['emergency', 'transport', 'weather_related', 'earthquake', 'direct_report']","[9, 32, 34, 7, 6]",Red,2
7310,is it true that we will have another earthquake stronger than the one on the 12th,"['emergency', 'weather_related', 'earthquake', 'direct_report']","[9, 34, 7, 6]",Red,2
7251,between 30 and 50 per cent of children are chronically undernourished stunting while 7 to 15 per cent are acutely malnourished wasting,['emergency'],[9],Green,0
5487,due to the most extensive wildfires in russia s recent history the president of the country has declared emergency situations in several regions restricting the movement of people and economic activity,"['emergency', 'weather_related', 'fire']","[9, 34, 10]",Red,2
18591,they were charged under a vandalism law that holds the organisers of a protest responsible if it turns violent,['emergency'],[9],Green,0
19328,pans of cornbread baked ziti kids coats and clothes,"['emergency', 'aid_related', 'medical_help', 'food', 'clothing', 'transport', 'weather_related', 'floods']","[9, 1, 15, 12, 3, 32, 34, 11]",Red,2
15739,the sudanese population has been susceptible not only to famine and war related catastrophes but also to floods from rising river levels and torrential rains epidemics such as measles and meningitis drought in the north and south and insect infestations largely due to locusts,"['emergency', 'aid_related', 'medical_help', 'military', 'food', 'weather_related', 'floods', 'storm']","[9, 1, 15, 17, 12, 34, 11, 30]",Red,2
10504,is there a risk of another earthquake in haiti,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'earthquake']","[9, 1, 21, 34, 7]",Red,2
9597,the impacts of climate change could only be halted and the survival of every small island state ensured by significantly reducing carbon emissions,['emergency'],[9],Green,0
16522,hi friend my brother is dead he is always under rubbesh,"['emergency', 'aid_related', 'death', 'direct_report']","[9, 1, 5, 6]",Black,3
2625,washing has been arranged in 16 washing stations in decontamination shower trailers in all 12 020 people including 589 children have been washed over 24 hours 3 204 people including 69 children some 13 000 impoverished afghan refugees stranded in a makeshift camp along the pyandj rive on the tajik afghan border were the beneficiaries of a humanitarian aid shipment from iran afp reported on friday,"['emergency', 'aid_related', 'water', 'refugees', 'other_aid']","[9, 1, 33, 24, 21]",Yellow,1
14775,people are in urgent need of tents warm clothing blankets wood for burning purposes medicines and canned and dry food,"['emergency', 'aid_related', 'medical_help', 'food', 'direct_report']","[9, 1, 15, 12, 6]",Red,2
9657,i send this especial message for the haitian government it s time to create some jobs in this country because the haitian people can t souffert any more if we continue to ask that will be worst,['emergency'],[9],Green,0
3148,acted has recently commenced work on a short term project that aims to increase access to safe drinking water and improve hygiene behaviours within villages,"['emergency', 'aid_related', 'medical_products', 'water']","[9, 1, 16, 33]",Yellow,1
7024,as such he welcomed the inclusion of the rule of law and criminal justice in the sustainable development agenda,['emergency'],[9],Green,0
14474,with the lives of voters and inec officials at risk from boko haram militants he said he was forced to delay the presidential contest to 28 march and governorship and state assembly elections to 11 april,['emergency'],[9],Green,0
2873,i live in a camp there is no food no water help us,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
11798,of lentils water purification tablets oral rehydration salt tablets to prevent the deadly dehydration caused by severe diarrhea and additional medicines for diarrhea dysentery and various other water borne diseases,['emergency'],[9],Green,0
8297,relief agencies and the pakistani military aided by an unusually mild winter were successful in meeting the short term need to protect people during the harshest winter months,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'storm']","[9, 1, 21, 14, 22, 34, 30]",Red,2
14746,huge floods and storms threaten to hit some localities along ca river in the northern nghe an province in the coming two days warned the provincial steering committee for storm and flood prevention,"['emergency', 'aid_related', 'medical_products', 'search_and_rescue', 'security', 'missing_people', 'refugees', 'other_aid', 'transport', 'weather_related', 'floods', 'storm']","[9, 1, 16, 26, 27, 18, 24, 21, 32, 34, 11, 30]",Red,2
12833,enhancing training for first responders in the wake of the gujarat earthquake that struck india the u s launched and continues to provide first responder training,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
19600,some of the interconnected anthropogenic events are common to the region and other parts of the world rampant deforestation short sighted national water management severe damage to the hydrologic cycle climate change patterns lost of agricultural land and river banks to urbanization,"['emergency', 'weather_related', 'other_weather']","[9, 34, 23]",Yellow,1
76,we re in rain season people lives under shelters in the rural communuties like cite soleil i knew you forgot me you can not fall in love a woman who doesn t has love for you i love my girl friend it s him,"['emergency', 'request', 'direct_report']","[9, 25, 6]",Green,0
15467,others were less enthusiastic about flood relief efforts,"['emergency', 'weather_related', 'floods']","[9, 34, 11]",Red,2
14526,as yet another cyclone batters the indian ocean island of madagascar residents are still trying to come to terms with the effects of two previous ones,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
15120,the government s national disaster prevention and countermeasures headquarters reported 123 people were confirmed dead and 61 more remained unaccounted for in the deadliest storms in over 43 years and the total property damage was temporarily tallied at 5 38 trillion won usd 4 15 billion as of 8 september,"['emergency', 'aid_related', 'missing_people', 'death', 'weather_related', 'storm']","[9, 1, 18, 5, 34, 30]",Black,3
11734,need help at crois des bouquets help have not arrived yet,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
17818,its that i have a lot of problems my house has colapsed i dont have clothes i p,"['emergency', 'buildings', 'direct_report']","[9, 2, 6]",Yellow,1
6651,onnen there is no distribution of food and water in fort jacques area,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
4947,we are members of the organisation ochanh we see that people are complaining that they are hungry the government must do something now,"['emergency', 'request', 'aid_related', 'food']","[9, 25, 1, 12]",Yellow,1
12971,i want to know that if it s possible to find a other earthquake again and tsunami too in the nord department,"['emergency', 'weather_related', 'earthquake', 'other_weather']","[9, 34, 7, 23]",Red,2
9967,since 2010 more than 30 million people across pakistan have been affected by annual monsoonal flooding,"['emergency', 'weather_related', 'floods']","[9, 34, 11]",Red,2
14008,thus integrated fire management encompasses all types of vegetation fires forests woodlands shrublands rangelands grasslands and pasture lands,['emergency'],[9],Green,0
93,clothing adult and toddler non perishable food toys skincare and lotions,"['emergency', 'request', 'aid_related', 'medical_products', 'food', 'clothing', 'direct_report']","[9, 25, 1, 16, 12, 3, 6]",Yellow,1
5166,since the bombings there have been violent demonstrations in various locations in pakistan forcing our expatriate staff to withdraw from quetta and peshawar to islamabad,"['emergency', 'aid_related', 'security', 'military', 'death', 'weather_related', 'fire', 'direct_report']","[9, 1, 27, 17, 5, 34, 10, 6]",Black,3
16454,cholera is typically contracted by consuming contaminated water,['emergency'],[9],Green,0
2731,flood has destroyed our 2 rooms and we have not received any help please help,"['emergency', 'request', 'aid_related', 'other_aid', 'buildings', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 21, 2, 34, 11, 6]",Red,2
7171,it said the accident happened at about 10 20 p m trapping 71 people from 20 families,['emergency'],[9],Green,0
6791,care in hot and arid somalia foraging for wild vegetables and other supplements will be harder and it is here that the effects of drought will be most keenly felt,['emergency'],[9],Green,0
12203,i want to say hello my message is to let you know that there s an area in faustin anhy street that has nothing neither food water and medicine,['emergency'],[9],Green,0
4810,the fear of a massive decrease in fertility due to soil salinization has prompted many actors to carry out survey campaigns and careful monitoring of the local situation,['emergency'],[9],Green,0
16243,canceled flight frankenstorm supplies and cookie dough gourmet fresh http t co 0wbiqkj3 lucillekid bit windy but im fucking loving the whole hurricane shit,"['emergency', 'aid_related', 'food', 'other_aid', 'weather_related', 'storm', 'direct_report']","[9, 1, 12, 21, 34, 30, 6]",Red,2
19802,selling i m selling because i am hungry i cannot eat i will give one bed to you for 2500 haitian,['emergency'],[9],Green,0
2338,where can i find assistance aid support give me a reference please,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
13924,we also admire the attempts that are being made to tackle very challenging economic impediments in indonesia particularly in relation to such things as fuel subsidies,['emergency'],[9],Green,0
16064,tetanus is a nerve ailment that leads to muscle spasms that can spread throughout the body and block patients ability to breath,['emergency'],[9],Green,0
7844,an aircraft chartered from the swiss red cross arrived last week transporting more than 23 tons of relief items,['emergency'],[9],Green,0
16502,new delhi dpa more than 25 000 people may have perished in the killer cyclone that hit the eastern indian state of orissa last month a news report said thursday,"['emergency', 'aid_related', 'death', 'weather_related', 'storm']","[9, 1, 5, 34, 30]",Black,3
1885,food and money needed we are starving,"['emergency', 'request', 'aid_related', 'food', 'money', 'direct_report']","[9, 25, 1, 12, 19, 6]",Yellow,1
11274,patna india sept 29 reuters hundreds of police were deployed in a flood hit eastern indian state on monday a day after soldiers opened fire on angry villagers demanding food and relief wounding at least a dozen people,"['emergency', 'aid_related', 'security', 'military', 'food', 'other_aid', 'weather_related', 'floods']","[9, 1, 27, 17, 12, 21, 34, 11]",Red,2
5773,the study also recommends provincial planners to maintain or restore dunes wetlands and coastal forests as a way to buffer against storm surges improve water quality and regulate water flow,['emergency'],[9],Green,0
4323,the government wants to do this for sanitary reasons understandably but people are upset and crying because this is not the custom the wfp food basket consists of dietary staples of fortified wheat flour pulses vegetable oil and iodized salt as well as high energy biscuits sri lanka s minister of health laid the foundation stone for a new three storey building complex at polonnaruwa general hospital obviously getting food and nutritious snacks and vitamins and minerals out to the population is one of the ke,"['emergency', 'aid_related', 'medical_help', 'food', 'infrastructure_related', 'aid_centers']","[9, 1, 15, 12, 14, 0]",Red,2
8190,hello i would like information,['emergency'],[9],Green,0
11231,digicel what s wrong with every time i make a call it don t work help us in the zone because we can t call no body,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
19780,damn sandy ruined all my family s cars and also ruined the floors in my apt at least my family is all safe and together,"['emergency', 'infrastructure_related', 'other_infrastructure', 'direct_report']","[9, 14, 22, 6]",Yellow,1
16190,that is why the early recovery phase occupancy housing programs as a priority,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'other_infrastructure']","[9, 1, 21, 14, 22]",Yellow,1
18967,he said that efforts were under way with several institutions to obtain more tents to provide provisional accommodation in resettlement areas while people build their new homes,"['emergency', 'aid_related', 'shelter', 'buildings']","[9, 1, 28, 2]",Yellow,1
16155,i m living in a camp without water or food bring us food,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
2759,i am in croix des bouquets we have health issues they workers are in santo 15 an area in croix des bouquets,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'direct_report']","[9, 25, 1, 15, 16, 6]",Red,2
12704,third the u s must accelerate the disbursal of aid funds and increase the amount of money it has set aside to support relief organizations working in afghanistan,"['emergency', 'request', 'aid_related', 'clothing', 'money', 'infrastructure_related', 'aid_centers', 'weather_related', 'cold']","[9, 25, 1, 3, 19, 14, 0, 34, 4]",Yellow,1
19053,i am writing you to let you know that we did not find anything in leogane chantiley barrire rouge entrance we are sleeping outside,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
9629,i need to eat go to school and i need haiti rebuil so fast,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
9425,it is anticipated that if heavy rains continue floods will reoccur,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
7849,according to the international federation s head of delegation in vietnam john geoghegan the red cross disaster preparedness programme throughout the mekong delta provinces will link into the school building programme with the provision of rescue equipment in the schools training and an active red cross volunteer recruitment campaign in the surrounding communities,['emergency'],[9],Green,0
3175,when a mother feels dizzy and has head injuries after the earthquake can she still breastfeed her baby,"['emergency', 'request', 'aid_related', 'medical_help', 'weather_related', 'earthquake']","[9, 25, 1, 15, 34, 7]",Red,2
10041,they fear it is more fundamental and far reaching than others before it that a natural recurring phenomenon has been exacerbated by water wastage overgrazing and an urban bias in the allocation of of water,['emergency'],[9],Green,0
2465,in the last one week continuous heavy rains have severely disrupted life in botswana as rivers and dams burst their banks causing widespread flooding,"['emergency', 'aid_related', 'clothing', 'infrastructure_related', 'hospitals', 'weather_related', 'floods', 'cold', 'direct_report']","[9, 1, 3, 14, 13, 34, 11, 4, 6]",Red,2
1293,more than 40 000 are being temporarily housed in 66 sri lanka red cross society slrcs camps and shelters and over 14 000 are staying with relatives and friends,"['emergency', 'aid_related', 'shelter', 'refugees']","[9, 1, 28, 24]",Yellow,1
5393,coats clothing etc cat food,"['emergency', 'request', 'aid_related', 'food', 'clothing', 'direct_report']","[9, 25, 1, 12, 3, 6]",Yellow,1
5404,the unregistered refugees in pakistan helped by our grants to afghan women s non governmental organizations ngos are not eligible for humanitar ian assistance because they entered the country illegally and the pakistani government regards them as illegal migrants not refugees,"['emergency', 'aid_related', 'shelter', 'refugees', 'other_aid']","[9, 1, 28, 24, 21]",Yellow,1
12020,a large number of ethnic pashtun families from the north of the country who say they fled ethnic tension are also present at the windswept frontier site,"['emergency', 'aid_related', 'refugees', 'weather_related', 'storm']","[9, 1, 24, 34, 30]",Red,2
16882,i have two blankets two sets of sheets two slightly worn pairs of mens sneakers d batteries and a few clothing items all fabric items are used,['emergency'],[9],Green,0
8641,the port city of beira alone has reported over 1 200 official cases of acute diarrheal disease,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
7842,crs continues to assess the immediate needs of those fleeing the fiery volcanic lava flows to position relief supplies and to work with local church partners and other relief organizations in an effort to respond to the emergency,"['emergency', 'aid_related', 'medical_help', 'search_and_rescue', 'other_aid', 'infrastructure_related', 'transport', 'aid_centers', 'weather_related', 'fire', 'other_weather']","[9, 1, 15, 26, 21, 14, 32, 0, 34, 10, 23]",Red,2
18035,the magnitude 7 6 temblor struck while most residents were sleeping trapping or killing hundreds in their beds,"['emergency', 'aid_related', 'death', 'buildings', 'weather_related', 'earthquake']","[9, 1, 5, 2, 34, 7]",Black,3
11032,in contrast abnormal dryness continued from southeastern kenya southward into eastern tanzania,['emergency'],[9],Green,0
3621,in distrct jamshoro tahseel manjhand village ali aba,['emergency'],[9],Green,0
2317,the rainfall deficits of 200 to 600 mm caused massive crop losses crop failures degraded pastures and reduced water supplies,"['emergency', 'aid_related', 'water', 'weather_related', 'other_weather']","[9, 1, 33, 34, 23]",Yellow,1
15875,the majority of those affected were women and children as well as pastoralists and farmers and the erratic or failed rains could swing the region from drought to flood conditions and back again depending on the time of year he said,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'floods', 'storm', 'other_weather']","[9, 1, 21, 34, 11, 30, 23]",Red,2
2185,to provide access to communications networks on a shared basis by installing and maintaining the network to facilitate the provision of humanitarian assistance and hire appropriately qualified personnel to keep it running until the operation is declared complete,"['emergency', 'offer', 'aid_related', 'other_aid']","[9, 20, 1, 21]",Yellow,1
4477,far away in new zealand one person was feared dead and hundreds had been evacuated after rain swollen rivers flooded a wide area and dozens of small earthquakes contributed to mudslides officials said on monday,"['emergency', 'aid_related', 'death', 'weather_related', 'floods', 'storm', 'earthquake']","[9, 1, 5, 34, 11, 30, 7]",Black,3
10082,the group also received kes 300 000 3 500 usd from the project s community resilience and empowerment fund cref to which they added their own contributions,['emergency'],[9],Green,0
1155,i give thanks to god bu my friends i have problems haitians have problems i m on the road in cap haitien and i don t even have water to drink,"['emergency', 'request', 'aid_related', 'water', 'direct_report']","[9, 25, 1, 33, 6]",Yellow,1
12498,the failure of rescuers to reach these areas promptly has forced some residents to dig out corpses with their bare hands while mechanical diggers plough through the rubble in padang a city of 900 000 people,"['emergency', 'aid_related', 'death']","[9, 1, 5]",Black,3
329,they also lack adequate medical equipment supplies syringes and needles antibiotics and other supplies,"['emergency', 'request', 'aid_related', 'medical_products']","[9, 25, 1, 16]",Yellow,1
11711,they are starving in an area called lamentin 54 not quite sure where that is this person claims that area has been pleading for aid for some time now and havent got anything,"['emergency', 'request', 'aid_related', 'security', 'food', 'shelter', 'direct_report']","[9, 25, 1, 27, 12, 28, 6]",Yellow,1
9920,the u n food and agriculture organization reports that the loss of substantial grain stores and unharvested crops will have serious repercussions not only on immediate but also on mid term food security since the next harvest does not occur until april may 2000,['emergency'],[9],Green,0
16871,the disease occurs as people most of who refused to be evacuated have contact with floodwater that contains various bacteria from sewers and rivers dien explained,"['emergency', 'aid_related', 'water', 'weather_related', 'floods']","[9, 1, 33, 34, 11]",Red,2
17191,matthew carter head of cafod s humanitarian department said power lines phone lines and mobile towers have all been damaged making communication very difficult but it s clear that the typhoon has had a catastrophic impact,"['emergency', 'aid_related', 'other_aid', 'transport', 'electricity', 'weather_related', 'storm', 'other_weather']","[9, 1, 21, 32, 8, 34, 30, 23]",Red,2
3227,protection against wind erosion,['emergency'],[9],Green,0
6521,portland or mercy corps humanitarian aid efforts for both the china earthquake and myanmar cyclone have received the generous support from several corporations western union foundation goldman sachs dhl wells fargo bank and chevron corp,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'storm', 'earthquake']","[9, 1, 21, 34, 30, 7]",Red,2
2997,give me a reponse about the job,['emergency'],[9],Green,0
19485,both fires apparently started in the transition zones between woodland and cultivated areas,"['emergency', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'fire']","[9, 14, 22, 34, 10]",Red,2
13744,to learn more or to make a donation visit www thrivent com or call 1 800 lwr lwr 2,['emergency'],[9],Green,0
4392,practically no help at all if it wasn t for god we would have all died from hunger by now incomplete,['emergency'],[9],Green,0
13748,everyone please pray for those who are in the dark tonight and who are suffering either physically or emotionally form this earthquake,"['emergency', 'electricity', 'weather_related', 'earthquake']","[9, 8, 34, 7]",Red,2
15209,four army columns were deplo yed in surat and navsari for rescue and relief,"['emergency', 'aid_related', 'search_and_rescue', 'military', 'other_aid']","[9, 1, 26, 17, 21]",Red,2
2463,gers tents are also on standby and can be sent to overcrowded schools if needed within 7 days,['emergency'],[9],Green,0
15933,there airport road between tesina construction company underground,['emergency'],[9],Green,0
2846,the people in fontamara have a lot of problems they don t have tents those who don t have blankets sleep on the ground alike thate if it rains what happens to them pass this message on for us please,"['emergency', 'request', 'aid_related', 'shelter', 'weather_related', 'storm']","[9, 25, 1, 28, 34, 30]",Red,2
13777,notes it s an incomplete message,['emergency'],[9],Green,0
14611,we are in pelerin 5 translator notes we have had unverified reports of escaped prisoners in this area this is the first residential neighborhood along the kenskoff road after leaving petion ville,['emergency'],[9],Green,0
7586,this person wants to knwo if there will be anymore aftershocks,"['emergency', 'aid_related', 'other_aid', 'transport', 'buildings', 'weather_related', 'earthquake']","[9, 1, 21, 32, 2, 34, 7]",Red,2
9804,bamako mali afp friday 6 19 2015 02 35 gmt pro government militia leaders agreed to evacuate a flashpoint town in mali s restive north officials told afp on thursday removing a key obstacle to the country s fragile peace process,"['emergency', 'aid_related', 'military']","[9, 1, 17]",Yellow,1
18185,the deadliest outbreak of the ebola virus in recorded history is gripping west africa and countries affected are now struggling to contain the outbreak,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
2191,earthquake tuesday january 12 2010,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
9921,i receive the message i m going to clean the water,['emergency'],[9],Green,0
12195,since the inception of the eu navfor mission in december 2008 over 770 000 tonnes of food aid has been moved in 118 escorted transits which are usually a single merchant ship with a warship escort however the increasing volume of food aid needed to respond to the worst famine for 20 years means that additional merchant ships are required and the most efficient means of protecting them from pirate attack is to travel in close company,"['emergency', 'request', 'aid_related', 'food']","[9, 25, 1, 12]",Yellow,1
6668,although the voters roll is not critical to the referendum in which people with valid identity cards would be able to participate the accuracy of the list is vital for the parliamentary poll care is the main ngo delivering life saving supplies to one of the most inaccessible areas hit by pakistan s devastating earthquake on 8 october,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'earthquake']","[9, 1, 21, 34, 7]",Red,2
2070,we need water in la gonave we need food and medicine,"['emergency', 'request', 'aid_related', 'medical_products', 'water', 'food', 'direct_report']","[9, 25, 1, 16, 33, 12, 6]",Yellow,1
8163,we are hungry in arcahaie in corail,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
16627,the all india radio and television channels are giving hourly bulletins disseminating do s and don ts to protect people from heat strokes,"['emergency', 'weather_related', 'other_weather']","[9, 34, 23]",Yellow,1
7593,msnbc major earthquake devastates haitis capital,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
6302,have pity on us in la gonave we can t anymore hunger demanding authority make a way,"['emergency', 'request', 'aid_related', 'food', 'transport', 'direct_report']","[9, 25, 1, 12, 32, 6]",Yellow,1
15579,the subduction zone surrounding the immediate region of this event has not witnessed a megathrust earthquake in the recent past rupturing last in an earthquake of m 8 5 or larger in 1797 hayat said he had seen cases of disease and illness but nothing major,"['emergency', 'aid_related', 'medical_help', 'weather_related', 'earthquake']","[9, 1, 15, 34, 7]",Red,2
5909,this project provides necessary funds to construct a geothermal power plant in south sumatera province and also to test drill geothermal wells in the area with high geothermal potential,['emergency'],[9],Green,0
10581,americares emergency staff will arrive in padang sumatra today where two massive earthquakes have killed over 1 000 people and caused massive destruction,"['emergency', 'request', 'aid_related', 'death', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'earthquake']","[9, 25, 1, 5, 14, 22, 34, 7]",Black,3
19677,additional communication equipment of bsnl are being dispatched to restore the communication systems in the state,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'other_infrastructure']","[9, 1, 21, 14, 22]",Yellow,1
14660,it was the second severe hail storm to hit the province this month,"['emergency', 'weather_related', 'storm', 'cold']","[9, 34, 30, 4]",Red,2
16075,during the recent high level event on climate change it had been made clear that developed countries were largely responsible for environmental degradation and must assist developing countries with clean efficient and renewable technology,"['emergency', 'weather_related', 'other_weather']","[9, 34, 23]",Yellow,1
10827,nearly 2 000 people were being treated in hospitals in the maharashtra state capital mumbai and neighbouring districts for suspected leptospirosis gastroenteritis cholera dengue fever and other illnesses they added,"['emergency', 'aid_related', 'medical_help', 'transport', 'weather_related', 'fire']","[9, 1, 15, 32, 34, 10]",Red,2
7581,the flooding also inundated a section of the northern coastal highway connecting semarang and jakarta causing massive traffic jams in some areas,"['emergency', 'transport', 'weather_related', 'floods']","[9, 32, 34, 11]",Red,2
4047,a ship carrying the ninth shipment of restoration materials and equipment let inchon port for dandong,['emergency'],[9],Green,0
11369,food shortages this year have been blamed on last year floods which hit half of the country s 27 districts and the export of 60 000 tons of maize to kenya from strategic grain reserves,"['emergency', 'aid_related', 'food', 'weather_related', 'floods']","[9, 1, 12, 34, 11]",Red,2
