id,text,incident_types,severity,type_labels,severity_label,lang
7792,"Boss may duguan, walang sugat.",['Medical'],Green,[3],0,fil
7793,"Nag-report ng nakawan sa bahay, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1,fil
7794,"robbery at market, urgent.",['Crime'],Red,[1],2,en
7795,"tree down, possible fracture.",['Other'],Yellow,[5],1,en
7796,"Boss may pagpatay, buhay ang nakataya.",['Crime'],Red,[1],2,fil
7797,"rollover nangyari, walang sugat. Padala agad.",['Accident'],Green,[2],0,fil
7798,"STABBING AT POBLACION, NO SIGNS OF LIFE.",['Crime'],Black,[1],3,en
7799,Grabe hindi alam kung saan! critical na. Bilisan!,['Other'],Red,[5],2,fil
7800,"MAY LANDSLIDE SA BUNDOK, KAILANGAN AGAD.",['Natural Disaster'],Red,[4],2,fil
7801,"Biglaang truck nasagasaan ang tao at malakas na ulan, hindi na umaandar!","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
7802,nag-aaway ng malakas sa Bagong Silang. malakas na dugo.,['Crime'],Red,[1],2,fil
7803,"Biglaang may nagnakaw at hindi humihinga, kailangan agad!","['Crime', 'Medical']",Red,"[1, 3]",2,fil
7804,"Biglaang kidnapping, minor lang!",['Crime'],Green,[1],0,fil
7805,"MAY KAKAIBANG KADAHILAN AT NADAGANAN NG GAMIT NANGYARI, SAFE NAMAN. PADALA AGAD.","['Other', 'Accident']",Green,"[5, 2]",0,fil
7806,"TULONG! STROKE AT BODEGA NASUSUNOG, PATAY NA.","['Medical', 'Fire']",Black,"[3, 0]",3,fil
7807,Grabe heart attack! malakas na dugo. Bilisan!,['Medical'],Red,[3],2,fil
7808,"maraming tao sa isang lugar dito sa Barangay Centro, deceased!",['Other'],Black,[5],3,fil
7809,"car fire at tabi ng simbahan, no injuries.",['Fire'],Green,[0],0,en
7810,"gubat na mapapasok dito sa tabi ng simbahan, kailangan tignan!",['Other'],Yellow,[5],1,fil
7811,"may batang umiiyak nangyari, hindi na umaandar. Padala agad.",['Other'],Black,[5],3,fil
7812,"May bagyo wasak ang bubong, agarang emergency. po",['Natural Disaster'],Red,[4],2,fil
7813,"trapped animal and earthquake, no pulse.","['Other', 'Natural Disaster']",Black,"[5, 4]",3,en
7814,"Biglaang landslide sa bundok at heart attack, buhay ang nakataya!","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
7815,"Urgent - heavy rain, safe to wait!",['Natural Disaster'],Green,[4],0,en
7816,nagliliyab na bahay sa Bagong Silang. medyo masakit.,['Fire'],Yellow,[0],1,fil
7817,Grabe nahihirapang huminga! malakas na dugo. Bilisan!,['Medical'],Red,[3],2,fil
7818,"Emergency! walang kuryente, safe naman.",['Other'],Green,[5],0,fil
7819,"bleeding at sakayan, no pulse.",['Medical'],Black,[3],3,en
7820,"nasusunog na building dito sa elementary school, walang buhay!",['Fire'],Black,[0],3,fil
7821,may batang umiiyak sa palengke. kailangan agad.,['Other'],Red,[5],2,fil
7822,"nadaganan ng gamit dito sa highway, buhay ang nakataya!",['Accident'],Red,[2],2,fil
7823,Grabe gulo sa bar! walang sugat. Bilisan!,['Crime'],Green,[1],0,fil
7824,"riot dito sa market, puwedeng delayed!",['Other'],Yellow,[5],1,fil
7825,"Tulong! sarado ang daan, kaya pang maghintay.",['Other'],Green,[5],0,fil
7826,"Biglaang ulan di tumitigil, puwedeng delayed!",['Natural Disaster'],Yellow,[4],1,fil
7827,"hostage at plaza, needs treatment soon.",['Crime'],Yellow,[1],1,en
7828,"Boss may jeep tumama sa poste, ok lang.",['Accident'],Green,[2],0,fil
7829,"Boss may binaril ang tao, buhay ang nakataya.",['Crime'],Red,[1],2,fil
7830,"Biglaang overdose, kailangan tignan!",['Medical'],Yellow,[3],1,fil
7831,"Nag-report ng motor crash at may nagnakaw, konting galos lang.","['Accident', 'Crime']",Green,"[2, 1]",0,fil
7832,"storm surge dito sa Barangay Centro, kailangan ng tulong pero stable!",['Natural Disaster'],Yellow,[4],1,fil
7833,"May ahas sa bahay at hindi humihinga, safe naman.","['Other', 'Medical']",Green,"[5, 3]",0,fil
7834,"Boss may duguan, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1,fil
7835,"Nag-report ng landslide sa bundok, kailangan agad.",['Natural Disaster'],Red,[4],2,fil
7836,"Emergency! lindol at kidnapping, malakas na dugo.","['Natural Disaster', 'Crime']",Red,"[4, 1]",2,fil
7837,"URGENT - LANDSLIDE, DECEASED!",['Natural Disaster'],Black,[4],3,en
7838,hostage situation sa Bagong Silang. safe naman.,['Crime'],Green,[1],0,fil
7839,Grabe may nag-aapoy na kotse! puwedeng delayed. Bilisan!,['Fire'],Yellow,[0],1,fil
7840,"car crash and car fire at Barangay Centro, no pulse.","['Accident', 'Fire']",Black,"[2, 0]",3,en
7841,"Boss may nasusunog yung store, safe naman.",['Fire'],Green,[0],0,fil
7842,"hostage and motorcycle collision, no signs of life.","['Crime', 'Accident']",Black,"[1, 2]",3,en
7843,"May bagyo wasak ang bubong at may usok sa kusina, posibleng bali.","['Natural Disaster', 'Fire']",Yellow,"[4, 0]",1,fil
7844,hit and run sa San Jose. kailangan ng tulong pero stable.,['Accident'],Yellow,[2],1,fil
7845,"nakawan sa bahay nangyari, hindi na umaandar. Padala agad.",['Crime'],Black,[1],3,fil
7846,"nasusunog yung store nangyari, hindi makahinga. Padala agad.",['Fire'],Red,[0],2,fil
7847,Grabe may nagnakaw! hindi na umaandar. Bilisan!,['Crime'],Black,[1],3,fil
7848,Grabe gasoline sunog! hindi na umaandar. Bilisan!,['Fire'],Black,[0],3,fil
7849,"pagpatay nangyari, walang buhay. Padala agad.",['Crime'],Black,[1],3,fil
7850,"Boss may kidnapping, ok lang.",['Crime'],Green,[1],0,fil
7851,hindi humihinga sa palengke. malakas na dugo.,['Medical'],Red,[3],2,fil
7852,"nag-report ng duguan, deceased.",['Medical'],Black,[3],3,fil
7853,"Biglaang gulo sa bar, walang sugat!",['Crime'],Green,[1],0,fil
7854,bugbugan at hangin nilipat ang yero sa elementary school. kaya pang maghintay. pls,"['Crime', 'Natural Disaster']",Green,"[1, 4]",0,fil
7855,"Tulong! flash flood, puwedeng delayed.",['Natural Disaster'],Yellow,[4],1,fil
7856,"Urgent - manhole open, no signs of life!",['Other'],Black,[5],3,en
7857,"nahulog sa kanal dito sa plaza, patay na! po",['Accident'],Black,[2],3,fil
7858,"flooding, deceased.",['Natural Disaster'],Black,[4],3,en
7859,may kutsilyo sa tabi ng simbahan. kailangan ng tulong pero stable.,['Crime'],Yellow,[1],1,fil
7860,"may kakaibang kadahilan dito sa palengke, kailangan tignan!",['Other'],Yellow,[5],1,fil
7861,"Tulong! hindi humihinga at truck nasagasaan ang tao, critical na.","['Medical', 'Accident']",Red,"[3, 2]",2,fil
7862,"Boss may pagpatay, puwedeng delayed.",['Crime'],Yellow,[1],1,fil
7863,"Urgent - motorcycle collision, possible fracture!",['Accident'],Yellow,[2],1,en
7864,"Nag-report ng overdose at may sekswal na guro, walang sugat.","['Medical', 'Other']",Green,"[3, 5]",0,fil
7865,"baha sa kalsada nangyari, hindi makahinga. Padala agad.",['Natural Disaster'],Red,[4],2,fil
7866,Grabe may kutsilyo! minor lang. Bilisan!,['Crime'],Green,[1],0,fil
7867,"Biglaang naaksidente sa construction, kaya pang maghintay!",['Accident'],Green,[2],0,fil
7868,"Emergency: shooting incident and storm, safe to wait.","['Crime', 'Natural Disaster']",Green,"[1, 4]",0,en
7869,"Nag-report ng hangin nilipat ang yero at naaksidente sa construction, hindi makahinga. pls","['Natural Disaster', 'Accident']",Red,"[4, 2]",2,fil
7870,"rollover nangyari, patay na. Padala agad.",['Accident'],Black,[2],3,fil
7871,"Biglaang nasagasaan, medyo masakit!",['Accident'],Yellow,[2],1,fil
7872,"car fire, possible fracture.",['Fire'],Yellow,[0],1,en
7873,"puno tumama sa bahay at nagliliyab na bahay dito sa Bagong Silang, kailangan tignan!","['Natural Disaster', 'Fire']",Yellow,"[4, 0]",1,fil
7874,"Boss may naaksidente sa construction, critical na.",['Accident'],Red,[2],2,fil
7875,"EMERGENCY: STROKE, NO INJURIES.",['Medical'],Green,[3],0,en
7876,"seizure at highway, deceased.",['Medical'],Black,[3],3,en
7877,"sunog sa factory nangyari, deceased. Padala agad.",['Fire'],Black,[0],3,fil
7878,Grabe sunog sa factory at hangin nilipat ang yero! buhay ang nakataya. Bilisan! po,"['Fire', 'Natural Disaster']",Red,"[0, 4]",2,fil
7879,"Emergency! binaril ang tao at kombulsyon, patay na. po","['Crime', 'Medical']",Black,"[1, 3]",3,fil
7880,"Biglaang suspek na pakete at landslide sa bundok, hindi makahinga!","['Other', 'Natural Disaster']",Red,"[5, 4]",2,fil
7881,"Emergency! chemical fire, critical na.",['Fire'],Red,[0],2,fil
7882,"Urgent - heavy rain, minor only! po",['Natural Disaster'],Green,[4],0,en
7883,lindol at stroke sa plaza. wala nang pulso.,"['Natural Disaster', 'Medical']",Black,"[4, 3]",3,fil
7884,"nag-report ng nadaganan ng gamit, kaya pang maghintay.",['Accident'],Green,[2],0,fil
7885,"May sunog sa bahay, konting galos lang.",['Fire'],Green,[0],0,fil
7886,"Nag-report ng bata nawawala, hindi makahinga.",['Other'],Red,[5],2,fil
7887,Grabe rollover! medyo masakit. Bilisan!,['Accident'],Yellow,[2],1,fil
7888,"May binaril ang tao at sugatan, walang buhay.","['Crime', 'Medical']",Black,"[1, 3]",3,fil
7889,gubat na mapapasok sa San Jose. hindi na umaandar.,['Other'],Black,[5],3,fil
7890,"Biglaang may usok sa kusina, konting galos lang!",['Fire'],Green,[0],0,fil
7891,"Tulong! nakita ang bangkay, wala nang pulso.",['Other'],Black,[5],3,fil
7892,"Tulong! may nagnakaw at allergic reaction, deceased.","['Crime', 'Medical']",Black,"[1, 3]",3,fil
7893,flash flood sa San Jose. konting galos lang.,['Natural Disaster'],Green,[4],0,fil
7894,"Emergency! flash flood, deceased.",['Natural Disaster'],Black,[4],3,fil
7895,"Boss may buntis manganak, critical na.",['Medical'],Red,[3],2,fil
7896,"Tulong! nagsumiklab ang gulo, malakas na dugo.",['Other'],Red,[5],2,fil
7897,Grabe gasoline sunog! kaya pang maghintay. Bilisan!,['Fire'],Green,[0],0,fil
7898,"May may nagnakaw, posibleng bali.",['Crime'],Yellow,[1],1,fil
7899,"May chemical fire, puwedeng delayed.",['Fire'],Yellow,[0],1,fil
7900,"Urgent - car crash, not breathing!",['Accident'],Red,[2],2,en
7901,"Emergency: road collision and chest pain, minor only.","['Accident', 'Medical']",Green,"[2, 3]",0,en
7902,"Emergency: house fire, deceased.",['Fire'],Black,[0],3,en
7903,"Emergency! overdose, agarang emergency.",['Medical'],Red,[3],2,fil
7904,"Emergency: assault on street, needs treatment soon.",['Crime'],Yellow,[1],1,en
7905,"Tulong! nagkagulo ang mga tao, wala nang pulso.",['Other'],Black,[5],3,fil
7906,"pananakit sa kalsada dito sa Barangay Centro, wala nang pulso!",['Crime'],Black,[1],3,fil
7907,"May stroke, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1,fil
7908,Grabe bangga ng kotse! medyo masakit. Bilisan!,['Accident'],Yellow,[2],1,fil
7909,"heavy rain, deceased.",['Natural Disaster'],Black,[4],3,en
7910,allergic reaction sa market. walang sugat.,['Medical'],Green,[3],0,fil
7911,"Nag-report ng truck nasagasaan ang tao, deceased.",['Accident'],Black,[2],3,fil
7912,"lupa gumuho at bodega nasusunog nangyari, safe naman. Padala agad.","['Natural Disaster', 'Fire']",Green,"[4, 0]",0,fil
7913,"collapsed person and road collision, deceased.","['Medical', 'Accident']",Black,"[3, 2]",3,en
7914,"Boss may gulo sa bar, kailangan agad.",['Crime'],Red,[1],2,fil
7915,"May nadaganan ng gamit, kailangan tignan.",['Accident'],Yellow,[2],1,fil
7916,"Nag-report ng heart attack at nawawalang alahas, konting galos lang.","['Medical', 'Other']",Green,"[3, 5]",0,fil
7917,"electrical fire and stabbing, deceased.","['Fire', 'Crime']",Black,"[0, 1]",3,en
7918,"overdose nangyari, kailangan ng tulong pero stable. Padala agad.",['Medical'],Yellow,[3],1,fil
7919,"Emergency: hit and run, safe to wait.",['Accident'],Green,[2],0,en
7920,"Emergency! motor crash, buhay ang nakataya.",['Accident'],Red,[2],2,fil
7921,Grabe rollover at may usok sa kusina! kaya pang maghintay. Bilisan!,"['Accident', 'Fire']",Green,"[2, 0]",0,fil
7922,"storm at Bagong Silang, minor only. pls",['Natural Disaster'],Green,[4],0,en
7923,"May may isda sa ilog, medyo masakit.",['Other'],Yellow,[5],1,fil
7924,"bugbugan at ulan di tumitigil dito sa Barangay Centro, ok lang.","['Crime', 'Natural Disaster']",Green,"[1, 4]",0,fil
7925,"tumutunog na siren dito sa market, kailangan agad!",['Other'],Red,[5],2,fil
7926,"Emergency: typhoon damage, possible fracture.",['Natural Disaster'],Yellow,[4],1,en
7927,"Emergency: debris blocking road, life-threatening.",['Other'],Red,[5],2,en
7928,Grabe landslide sa bundok! wala nang pulso. Bilisan!,['Natural Disaster'],Black,[4],3,fil
7929,hindi humihinga sa San Jose. kailangan tignan.,['Medical'],Yellow,[3],1,fil
7930,"chest pain, can wait.",['Medical'],Yellow,[3],1,en
7931,bagyo wasak ang bubong at tumutunog na siren sa Barangay Centro. konting galos lang.,"['Natural Disaster', 'Other']",Green,"[4, 5]",0,fil
7932,"May nag-aaksidente ang pulis, buhay ang nakataya.",['Other'],Red,[5],2,fil
7933,"Tulong! hit and run, kailangan tignan.",['Accident'],Yellow,[2],1,fil
7934,"nasusunog yung store dito sa San Jose, medyo masakit!",['Fire'],Yellow,[0],1,fil
7935,"Boss may hit and run, patay na. pls",['Accident'],Black,[2],3,fil
7936,"May maraming tao sa isang lugar, konting galos lang.",['Other'],Green,[5],0,fil
7937,may sekswal na guro at nakawan sa bahay sa highway. patay na.,"['Other', 'Crime']",Black,"[5, 1]",3,fil
7938,"May sugatan, walang buhay.",['Medical'],Black,[3],3,fil
7939,"May nagliliyab na bahay, kaya pang maghintay.",['Fire'],Green,[0],0,fil
7940,"nasusunog yung store nangyari, walang buhay. Padala agad.",['Fire'],Black,[0],3,fil
7941,holdap sa tindahan at duguan sa palengke. posibleng bali.,"['Crime', 'Medical']",Yellow,"[1, 3]",1,fil
7942,"banggaan sa highway nangyari, minor lang. Padala agad.",['Accident'],Green,[2],0,fil
7943,"Emergency: collapsed person and structure fire, no injuries. pls","['Medical', 'Fire']",Green,"[3, 0]",0,en
7944,"Urgent - burglary, minor only!",['Crime'],Green,[1],0,en
7945,nahulog sa kanal sa Poblacion. walang buhay.,['Accident'],Black,[2],3,fil
7946,"Biglaang gas leak at tumatakbo ang apoy, posibleng bali!","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
7947,Grabe hindi humihinga. kailangan ng tulong pero stable. Bilisan.,['Medical'],Yellow,[3],1,fil
7948,maling ulam sa highway. hindi na umaandar.,['Other'],Black,[5],3,fil
7949,"pagpatay nangyari, konting galos lang. Padala agad. po",['Crime'],Green,[1],0,fil
7950,"hit and run at diabetic emergency dito sa tabi ng simbahan, buhay ang nakataya!","['Accident', 'Medical']",Red,"[2, 3]",2,fil
7951,"Nag-report ng heart attack, ok lang. po",['Medical'],Green,[3],0,fil
7952,"Emergency: shooting incident, minor only.",['Crime'],Green,[1],0,en
7953,"Biglaang riot, medyo masakit!",['Other'],Yellow,[5],1,fil
7954,Grabe gubat na mapapasok! kailangan tignan. Bilisan!,['Other'],Yellow,[5],1,fil
7955,"TUBIG BAHA SA LOOB DITO SA HIGHWAY, HINDI MAKAHINGA!",['Natural Disaster'],Red,[4],2,fil
7956,GRABE ALLERGIC REACTION! MALAKAS NA DUGO. BILISAN!,['Medical'],Red,[3],2,fil
7957,sugatan at may kutsilyo sa plaza. walang buhay.,"['Medical', 'Crime']",Black,"[3, 1]",3,fil
7958,"May rollover at hindi alam kung saan, deceased.","['Accident', 'Other']",Black,"[2, 5]",3,fil
7959,"Nag-report ng nasagasaan, kailangan ng tulong pero stable. po",['Accident'],Yellow,[2],1,fil
7960,"gasoline sunog dito sa elementary school, kaya pang maghintay!",['Fire'],Green,[0],0,fil
7961,"May pananakit sa kalsada, minor lang.",['Crime'],Green,[1],0,fil
7962,"Boss may nakawan sa bahay, critical na.",['Crime'],Red,[1],2,fil
7963,"found belongings and shooting incident, minor only.","['Other', 'Crime']",Green,"[5, 1]",0,en
7964,"flooding, no signs of life. pls",['Natural Disaster'],Black,[4],3,en
7965,Grabe tumatakbo ang apoy! patay na. Bilisan!,['Fire'],Black,[0],3,fil
7966,"May brownout at kombulsyon, malakas na dugo.","['Other', 'Medical']",Red,"[5, 3]",2,fil
7967,"storm, can wait.",['Natural Disaster'],Yellow,[4],1,en
7968,suspek na pakete at nakawan sa bahay sa Barangay Centro. malakas na dugo.,"['Other', 'Crime']",Red,"[5, 1]",2,fil
7969,"Urgent - house fire, safe to wait!",['Fire'],Green,[0],0,en
7970,"kitchen smoke at tabi ng simbahan, possible fracture.",['Fire'],Yellow,[0],1,en
7971,"Biglaang hangin nilipat ang yero, kailangan ng tulong pero stable!",['Natural Disaster'],Yellow,[4],1,fil
7972,"Emergency! stroke, walang buhay.",['Medical'],Black,[3],3,fil
7973,"baha sa kalsada nangyari, patay na. Padala agad. po",['Natural Disaster'],Black,[4],3,fil
7974,"storm surge dito sa elementary school, walang sugat!",['Natural Disaster'],Green,[4],0,fil
7975,"Nag-report ng stampede at hit and run, ok lang.","['Other', 'Accident']",Green,"[5, 2]",0,fil
7976,"Boss may bugbugan, kailangan tignan. po",['Crime'],Yellow,[1],1,fil
7977,"flooding at San Jose, safe to wait.",['Natural Disaster'],Green,[4],0,en
7978,"banggaan sa highway dito sa Poblacion, puwedeng delayed!",['Accident'],Yellow,[2],1,fil
7979,"Emergency: motorcycle collision, no pulse.",['Accident'],Black,[2],3,en
7980,"jeep tumama sa poste at landslide sa bundok nangyari, hindi na umaandar. Padala agad.","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
7981,Grabe landslide sa bundok! kailangan ng tulong pero stable. Bilisan!,['Natural Disaster'],Yellow,[4],1,fil
7982,"Nag-report ng stampede at nasusunog na building, kailangan ng tulong pero stable.","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
7983,"Emergency! duguan at ulan di tumitigil, safe naman.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
7984,"Biglaang heart attack at pananakit sa kalsada, malakas na dugo!","['Medical', 'Crime']",Red,"[3, 1]",2,fil
7985,Grabe overdose! kailangan ng tulong pero stable. Bilisan!,['Medical'],Yellow,[3],1,fil
7986,"Emergency! nakita ang pera sa daan, walang sugat.",['Other'],Green,[5],0,fil
7987,"Emergency! nadaganan ng gamit at may isda sa ilog, hindi makahinga.","['Accident', 'Other']",Red,"[2, 5]",2,fil
7988,"May motor crash, medyo masakit.",['Accident'],Yellow,[2],1,fil
7989,"flash flood at motor crash nangyari, kailangan ng tulong pero stable. Padala agad.","['Natural Disaster', 'Accident']",Yellow,"[4, 2]",1,fil
7990,"Emergency! storm surge at nahulog sa kanal, puwedeng delayed.","['Natural Disaster', 'Accident']",Yellow,"[4, 2]",1,fil
7991,bugbugan sa Barangay Centro. deceased.,['Crime'],Black,[1],3,fil
7992,"Tulong. bodega nasusunog, wala nang pulso.",['Fire'],Black,[0],3,fil
7993,"earthquake and vehicle accident, minor only.","['Natural Disaster', 'Accident']",Green,"[4, 2]",0,en
7994,"Tulong! pananakit sa kalsada, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1,fil
7995,"nag-aaway ng malakas dito sa plaza, konting galos lang!",['Crime'],Green,[1],0,fil
7996,lupa gumuho sa kanto. konting galos lang.,['Natural Disaster'],Green,[4],0,fil
7997,"Emergency! pananakit sa kalsada at rollover, walang buhay.","['Crime', 'Accident']",Black,"[1, 2]",3,fil
7998,"Emergency: car crash, minor only.",['Accident'],Green,[2],0,en
7999,"Nag-report ng kombulsyon, konting galos lang.",['Medical'],Green,[3],0,fil
8000,"May nahimatay, wala nang pulso.",['Medical'],Black,[3],3,fil
8001,nasusunog na building sa Poblacion. patay na.,['Fire'],Black,[0],3,fil
8002,"Emergency! holdap sa tindahan, puwedeng delayed.",['Crime'],Yellow,[1],1,fil
8003,"robbery and stroke at elementary school, needs treatment soon.","['Crime', 'Medical']",Yellow,"[1, 3]",1,en
8004,Grabe may kutsilyo! deceased. Bilisan!,['Crime'],Black,[1],3,fil
8005,"Emergency! stroke, patay na.",['Medical'],Black,[3],3,fil
8006,"Biglaang may kutsilyo, minor lang!",['Crime'],Green,[1],0,fil
8007,"Nag-report ng malakas na ulan, posibleng bali.",['Natural Disaster'],Yellow,[4],1,fil
8008,nahimatay sa palengke. walang buhay.,['Medical'],Black,[3],3,fil
8009,"Emergency! bangga ng kotse, kaya pang maghintay.",['Accident'],Green,[2],0,fil
8010,"storm, urgent.",['Natural Disaster'],Red,[4],2,en
8011,"Urgent - kitchen smoke and broken window, possible fracture!","['Fire', 'Other']",Yellow,"[0, 5]",1,en
8012,"nahulog sa kanal dito sa plaza, ok lang!",['Accident'],Green,[2],0,fil
8013,"Boss may truck nasagasaan ang tao, kailangan agad.",['Accident'],Red,[2],2,fil
8014,"Nag-report ng may gutom na tao, walang sugat.",['Other'],Green,[5],0,fil
8015,"Boss may sunog sa factory, minor lang.",['Fire'],Green,[0],0,fil
8016,"nahimatay dito sa elementary school, kailangan tignan!",['Medical'],Yellow,[3],1,fil
8017,"jeep tumama sa poste at pagpatay dito sa palengke, walang buhay!","['Accident', 'Crime']",Black,"[2, 1]",3,fil
8018,"Boss may taong nakadating na basta-basta, patay na.",['Other'],Black,[5],3,fil
8019,"Emergency! kidnapping, kaya pang maghintay.",['Crime'],Green,[1],0,fil
8020,nahulog na phone sa Bagong Silang. medyo masakit.,['Other'],Yellow,[5],1,fil
8021,Grabe may nagnakaw at banggaan sa highway! kaya pang maghintay. Bilisan!,"['Crime', 'Accident']",Green,"[1, 2]",0,fil
8022,"tulong! bugbugan at lindol, deceased.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3,fil
8023,"Emergency! kidnapping, agarang emergency.",['Crime'],Red,[1],2,fil
8024,"Emergency! allergic reaction, hindi na umaandar.",['Medical'],Black,[3],3,fil
8025,"storm, no pulse.",['Natural Disaster'],Black,[4],3,en
8026,"Tulong! landslide sa bundok, minor lang.",['Natural Disaster'],Green,[4],0,fil
8027,Grabe buntis manganak! kaya pang maghintay. Bilisan!,['Medical'],Green,[3],0,fil
8028,"Emergency! nahulog sa kanal, buhay ang nakataya.",['Accident'],Red,[2],2,fil
8029,"Tulong! heart attack, posibleng bali.",['Medical'],Yellow,[3],1,fil
8030,"truck accident, deceased.",['Accident'],Black,[2],3,en
8031,"Urgent - broken window, urgent!",['Other'],Red,[5],2,en
8032,"nag-aaway ng malakas dito sa kanto, puwedeng delayed!",['Crime'],Yellow,[1],1,fil
8033,"Biglaang banggaan sa highway at nasusunog yung store, malakas na dugo!","['Accident', 'Fire']",Red,"[2, 0]",2,fil
8034,"May chemical fire, deceased.",['Fire'],Black,[0],3,fil
8035,"Urgent - road collision, minor only!",['Accident'],Green,[2],0,en
8036,"Nag-report ng hit and run at nasusunog na building, deceased.","['Accident', 'Fire']",Black,"[2, 0]",3,fil
8037,"Tulong. bodega nasusunog at nakawan sa bahay, walang buhay.","['Fire', 'Crime']",Black,"[0, 1]",3,fil
8038,"Emergency! truck nasagasaan ang tao, kailangan tignan.",['Accident'],Yellow,[2],1,fil
8039,"Tulong! overdose, patay na.",['Medical'],Black,[3],3,fil
8040,Grabe nasagasaan! kaya pang maghintay. Bilisan!,['Accident'],Green,[2],0,fil
8041,"Emergency! banggaan sa highway, minor lang.",['Accident'],Green,[2],0,fil
8042,"Urgent - hit and run, deceased! po",['Accident'],Black,[2],3,en
8043,"May hit and run, critical na.",['Accident'],Red,[2],2,fil
8044,"Tulong! may usok sa kusina, konting galos lang.",['Fire'],Green,[0],0,fil
8045,"Urgent - heavy rain, urgent!",['Natural Disaster'],Red,[4],2,en
8046,"Biglaang sira ang tulay, malakas na dugo!",['Other'],Red,[5],2,fil
8047,"Boss may ulan di tumitigil at jeep tumama sa poste, puwedeng delayed.","['Natural Disaster', 'Accident']",Yellow,"[4, 2]",1,fil
8048,"mayroon na bukas na iwanan at nahihirapang huminga dito sa market, walang buhay!","['Other', 'Medical']",Black,"[5, 3]",3,fil
8049,Grabe ulan di tumitigil! safe naman. Bilisan!,['Natural Disaster'],Green,[4],0,fil
8050,"bleeding and typhoon damage, no signs of life.","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
8051,"Urgent - kitchen smoke, not breathing!",['Fire'],Red,[0],2,en
8052,"Urgent - unusual noise, minor only!",['Other'],Green,[5],0,en
8053,"seizure, no injuries.",['Medical'],Green,[3],0,en
8054,"Nag-report ng hostage situation at sira ang tulay, ok lang.","['Crime', 'Other']",Green,"[1, 5]",0,fil
8055,"Tulong! sugatan at hangin nilipat ang yero, kailangan tignan.","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1,fil
8056,"Boss may motor crash, hindi makahinga.",['Accident'],Red,[2],2,fil
8057,"Tulong! nahimatay at sunog sa factory, puwedeng delayed.","['Medical', 'Fire']",Yellow,"[3, 0]",1,fil
8058,"Emergency! flash flood at duguan, kailangan ng tulong pero stable.","['Natural Disaster', 'Medical']",Yellow,"[4, 3]",1,fil
8059,Grabe naaksidente sa construction! kaya pang maghintay. Bilisan!,['Accident'],Green,[2],0,fil
8060,"Tulong! flash flood, konting galos lang. pls",['Natural Disaster'],Green,[4],0,fil
8061,"Emergency! binaril ang tao, critical na.",['Crime'],Red,[1],2,fil
8062,truck nasagasaan ang tao at tumatakbo ang apoy sa Poblacion. safe naman.,"['Accident', 'Fire']",Green,"[2, 0]",0,fil
8063,"Emergency: public disturbance and heavy rain, safe to wait.","['Other', 'Natural Disaster']",Green,"[5, 4]",0,en
8064,heart attack sa kanto. walang buhay.,['Medical'],Black,[3],3,fil
8065,binaril ang tao sa Barangay Centro. wala nang pulso.,['Crime'],Black,[1],3,fil
8066,"Biglaang nag-aaway ng malakas at sunog sa factory, kailangan agad!","['Crime', 'Fire']",Red,"[1, 0]",2,fil
8067,"Boss may sugatan at landslide sa bundok, medyo masakit.","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1,fil
8068,"Tulong! nahimatay, kailangan tignan.",['Medical'],Yellow,[3],1,fil
8069,"Tulong! motor crash, konting galos lang.",['Accident'],Green,[2],0,fil
8070,Grabe baha sa kalsada! walang sugat. Bilisan!,['Natural Disaster'],Green,[4],0,fil
8071,"naaksidente sa construction nangyari, puwedeng delayed. Padala agad.",['Accident'],Yellow,[2],1,fil
8072,"Biglaang hindi humihinga, critical na!",['Medical'],Red,[3],2,fil
8073,"Urgent - reported confusion and chest pain, deceased!","['Other', 'Medical']",Black,"[5, 3]",3,en
8074,"May sugatan, hindi makahinga.",['Medical'],Red,[3],2,fil
8075,Grabe nahihirapang huminga at tumubalik na kuryente! kailangan ng tulong pero stable. Bilisan!,"['Medical', 'Other']",Yellow,"[3, 5]",1,fil
8076,"buntis manganak nangyari, kaya pang maghintay. Padala agad.",['Medical'],Green,[3],0,fil
8077,"storm surge at sunog sa factory nangyari, walang buhay. Padala agad.","['Natural Disaster', 'Fire']",Black,"[4, 0]",3,fil
8078,"house fire, minor only.",['Fire'],Green,[0],0,en
8079,"truck accident and unauthorized entry at tabi ng simbahan, deceased.","['Accident', 'Other']",Black,"[2, 5]",3,en
8080,Grabe nasagasaan! hindi makahinga. Bilisan!,['Accident'],Red,[2],2,fil
8081,"car fire at Poblacion, urgent.",['Fire'],Red,[0],2,en
