id,text,incident_types,severity,type_labels,severity_label
4555,"Incident reported: landslide and aso nanakit, wala nang buhay.","['Natural Disaster', 'Other']",Black,"[4, 5]",3
173,"Urgent situation: pinsala mula sa lindol, konti lang sugat.",['Natural Disaster'],Green,[4],0
7564,crs and its partners have responded by opening two feeding centers in town and by providing urgently needed medical supplies equipment and other support for the hospital and accessible health centers an intervention funded by usaid s office of foreign disaster assistance,['Other'],Green,[5],0
1616,"There is a may break-in sa bahay and loud explosion sound reported, urgent help needed.","['Crime', 'Other']",Red,"[1, 5]",2
2265,"Insidente: walang malay na pasyente, severe bleeding.",['Medical'],Red,[3],2
2896,"Emergency na kinasasangkutan ng earthquake damage na, kailangan ng agarang tugon.",['Natural Disaster'],Red,[4],2
7878,gamestop cancelled the midnight release because of this hurricane whatfirst irene now sandy,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1745,"Insidente: stranded passengers, safe to wait.",['Other'],Green,[5],0
9085,the nepal army resumed its aerial search for a us marine corps helicopter that went missing during a disaster relief operation in eastern nepal near where the latest quake hit,"['Crime', 'Natural Disaster', 'Other']",Red,"[1, 4, 5]",2
6531,the u n refugee agency plans to return 400 000 displaced afghans this year but high levels of rehabilitation aid and development assistance for afghanistan and the interim authority remain vital for the operation as well as continued improvement in the security situation,['Other'],Yellow,[5],1
2270,"May naiulat na sunog sa kuryente and may ahas, no signs of life.","['Fire', 'Other']",Black,"[2, 5]",3
4722,"Agarang sitwasyon: road blockage and banggaan sa kalsada, wala nang buhay.","['Other', 'Accident']",Black,"[0, 5]",3
8851,elsewhere in the region irc healthcare staff are moving in to provide basic services including treatment for diarrhea malaria respiratory infections and dehydration,"['Medical', 'Other']",Red,"[3, 5]",2
5624,"may Dispatch units for may holdap, urgent help needed.",['Crime'],Red,[1],2
2567,"May naiulat na flooding and armed robbery, expectant category.","['Natural Disaster', 'Crime']",Black,"[1, 4]",3
1902,"Emergency na kinasasangkutan ng unconscious patient, not breathing. uhm",['Medical'],Red,[3],2
4928,"Agarang sitwasyon: gumuhong tulay, wala nang buhay.",['Other'],Black,[5],3
3249,"uhm Kritikal na alerto: car accident, konti lang sugat.",['Accident'],Green,[0],0
1501,"There is a pananakit reported, not breathing.",['Crime'],Red,[1],2
6033,as boko haram continues its territorial expansion in northeastern nigeria it will need more operational and logistical resources meaning that the group s use of urban guerrilla warfare is a trend that is also likely to increase,"['Crime', 'Other']",Yellow,"[1, 5]",1
6425,sultan kot need food assistance,['Other'],Yellow,[5],1
3940,"Parang may may break-in sa bahay and crowd panic, wala nang buhay.","['Crime', 'Other']",Black,"[1, 5]",3
4231,"Parang may mysterious noise, life-threatening injuries.",['Other'],Red,[5],2
1946,"Grabe, sapilitang pasok! wala nang buhay.",['Crime'],Black,[1],3
1379,"Incident reported: building evacuation, deceased.",['Other'],Black,[5],3
8756,the people that are entering the province are by the multitudes what is your vision for them they are suffering from health problems hunger and everything is too expensive,"['Medical', 'Other']",Red,"[3, 5]",2
4935,"Maynaiulatnabreak-inandriot,walanangbuhay.","['Crime', 'Other']",Black,"[1, 5]",3
2529,"Agarang sitwasyon: road blockage and may fire sa bahay, kailangan ng tulong pero stable.","['Other', 'Fire']",Yellow,"[2, 5]",1
4055,"Kritikal na alerto: malakas na ulan and natapon na kemikal, posibleng may sugatan. uhm","['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
8202,we thank you for choosing to help haitians in haiti i salute you in the name of the lord,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
7454,the toll may rise with reports from bihar saying 30 people were feared drowned after their overloaded boat capsized on the bagmati river,"['Accident', 'Other']",Yellow,"[0, 5]",1
749,"Responders needed for armadong pagnanakaw, no injuries reported.",['Crime'],Green,[1],0
4392,"Authorities alerted: may flood, life-threatening injuries. pls help",['Natural Disaster'],Red,[4],2
7145,while 25 to 50 is moderate drought it is severe drought if it is more than 50,['Other'],Green,[5],0
2851,"Help! man with a knife and pinsala mula sa lindol, no signs of life.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3
6830,people in debrosse canapevert are in need to food and water,['Other'],Yellow,[5],1
483,"Authorities alerted: not breathing, hindi na humihinga.",['Medical'],Black,[3],3
437,"Emergency na kinasasangkutan ng hayop na na-trap and armadong pagnanakaw, deceased.","['Other', 'Crime']",Black,"[1, 5]",3
9911,amity has provided printers copiers computers and drinking water dispensers essential in serving students needs,['Other'],Green,[5],0
3274,"Dispatch units for earthquake damage, safe to wait.",['Natural Disaster'],Green,[4],0
10243,is it true from 17 through april 23 earthquake is more than strong answer please,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
750,"Agarang sitwasyon: break-in, expectant category. uhm",['Crime'],Black,[1],3
8455,the general bio monitoring survey conducted in the palm island nature reserve with financing by the spanish agency for international cooperation and development revealed that the oil spill had caused some sea birds to die and that some affected gulls and cormorants had been cleaned and released,['Other'],Green,[5],0
3814,"Grabe, person collapsed and may accident sa road! walang agarang panganib. pls help","['Medical', 'Accident']",Green,"[0, 3]",0
3663,"Ipadala ang mga yunit para sa aksidente sa trak, hindi na humihinga.",['Accident'],Black,[0],3
6020,the eruption on april 18th blew volcanic rocks which broke solar panels on roofs and car windows in takaharu cho the matching grant was increased and fulfilled within weeks an anonymous donor added tens of thousands of dollars to the original matching grant figure and hundreds of additional generous contributors helped northwest medical teams reach its goal to match the grant figures,['Other'],Green,[5],0
9047,though they worked amidst appalling devastation team members said their own living conditions had been basic but satisfactory though one member had had to be treated for heat exhaustion,['Other'],Green,[5],0
7104,he accuses the authorities of unwarranted aggression exemplified by the bulldozing of the group s sprawling markaz mosque complex after the maiduguri uprising and the extrajudicial killing of yusuf for which no policeman has been convicted,"['Crime', 'Other']",Black,"[1, 5]",3
10368,the people of city castro in the area of mais gate 10 on the field are asking the humanitarian organisations to look this way and we would suggest that those organisations alos put an office in each,['Other'],Green,[5],0
463,"Kritikal na alerto: house fire and man with a knife, no signs of life.","['Fire', 'Crime']",Black,"[1, 2]",3
6424,auntie em auntie em frankenstorm apocalypse hurricane sandy w 930 others http t co opvl915s,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7923,i give thanks to god bu my friends i have problems haitians have problems i m on the road in cap haitien and i don t even have water to drink,['Other'],Yellow,[5],1
735,"Insidente: bnggn s klsd, wlking wounded.",['Accident'],Green,[0],0
239,"Help! may break-in sa bahay and loud explosion sound, no injuries reported.","['Crime', 'Other']",Green,"[1, 5]",0
10345,the military had sent 10 000 soldiers and officers to plug two breaches in a secondary flood barrier along the nen river state media said,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
5989,we have brought physical planning experts to banda aceh to help with this effort which will include helping people rebuilding their damaged or destroyed homes or help them build a home in a new location if they don t wish to return to their previous property,['Other'],Yellow,[5],1
4636,"There is a nawalang mountaineer reported, expectant category.",['Other'],Black,[5],3
3186,"Dispatchunitsfornasusunognaistruktura,hindinahumihinga.",['Fire'],Black,[2],3
6858,we need help in croix des bouquets call me for more infos,['Other'],Yellow,[5],1
2542,"There is a armed robbery and not breathing reported, safe to wait.","['Crime', 'Medical']",Green,"[1, 3]",0
7985,he also discussed the plight of car s estimated 23 000 refugees stranded in the drc since an attempted coup in may 2001 an official from the unhcr office confirmed,['Other'],Green,[5],0
118,"Insidente: sapilitang pasok and aksidente sa trak, urgent help needed.","['Crime', 'Accident']",Red,"[0, 1]",2
2469,"Respondersneededforarmedrobberyanddifficultybreathing,kailanganngtulongperostable.","['Crime', 'Medical']",Yellow,"[1, 3]",1
8856,a judge overturned election victories by two ruling party lawmakers declaring on thursday that they illegally used violence and intimidation to defeat the opposition party leader and another candidate for parliament in elections last june ap reported the money will pay for treatment for the temporary tents for medical supplies especially iv fluids and antibiotics and for cleaning materials electricity and food for patients and their accompanying carers,"['Medical', 'Other']",Red,"[3, 5]",2
70,"may Help! tao bumagsak, life-threatening injuries.",['Medical'],Red,[3],2
8173,ictoriabrielle it s supposed to storm tonight lescarpeeyborsa mao gyud the last storm nabahaan ila house rg til now wala pa naayo,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1560,"may May naiulat na nasusunog na gusali and banggaan ng motorsiklo, urgent help needed.","['Fire', 'Accident']",Red,"[0, 2]",2
1229,"Emergency na kinasasangkutan ng kitchen fire and may holdap, no injuries reported.","['Fire', 'Crime']",Green,"[1, 2]",0
6100,people living in low lying areas were evacuated to safer places and essential commodities including readymade meals provided,['Other'],Yellow,[5],1
9269,facilitation of voluntary repatriation of burundian refugees to the northern provinces continued at a low rate in kibondo and ngara camps,['Other'],Yellow,[5],1
9417,b in the south a convoy carrying ballot boxes to a district centre in uruzgan province was ambushed on 9 october,['Other'],Green,[5],0
7700,where can i find food i am a survivor,['Other'],Yellow,[5],1
10007,please help us asap because in in gressier mariani we are in desperate need of help thank u,['Other'],Yellow,[5],1
9208,the area is not safe for pedestrians and smaller vehicles as the area is still experiencing heavy rainfall and farther upstream the rivers are still full of debris which could easily be swept downstream with more rain,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
1212,"Critical alert: nag-crash yung kotse, walang agarang panganib.",['Accident'],Green,[0],0
10064,is latortue not in haiti we ve gotten no help here,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
5877,good evening the organizations that are helping haiti it is not only the capital that needs help in the south there a many people who left port au prince with nothing they are hungry please help,['Other'],Yellow,[5],1
1502,"uhm Ipadala ang mga yunit para sa karahasan sa bahay and storm surge, deceased.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3
5783,president kashmir advisory centre said that his organization is hosting a grand charity dinner in brussels on january 14 next month to raise relief funds for the rehabilitation of the earthquake victims,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10382,on the directives of political agent amir ali khan the health authorities have started taking urgent steps to arrest the measles epidemic which has so far killed over a dozen children and affected scores of others in last two weeks in the militancy plagued mohmand tribal region lack of safe drinking water poor sanitation and unhygienic practices contribute to high child and women mortality rates,"['Medical', 'Other']",Red,"[3, 5]",2
4965,"Authorities alerted: burning structure, kailangan ng agarang tugon.",['Fire'],Red,[2],2
713,"Narinig ko ang may usok na lumalabas and malakas na ulan, not breathing.","['Fire', 'Natural Disaster']",Red,"[2, 4]",2
1404,"Emergency reported involving pananakit and animal na-trap, walking wounded.","['Crime', 'Other']",Green,"[1, 5]",0
7370,despite the miraculous rescue of two people from the rubble of one town on sunday the main search effort along japan s northeastern coast switched its focus from survivors to bodies days ago,"['Crime', 'Other']",Black,"[1, 5]",3
9110,there was a 8 8 magnitude earthquake feb 27 with an epicenter 70 miles from concepcion the country s http tumblr com xo3711f1x,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
1629,"Kritikal na alerto: burning structure and assault, safe to wait.","['Fire', 'Crime']",Green,"[1, 2]",0
7382,thousands are suffering diseases such as diarrhoea influenza or skin disorders,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
5166,"Help!burningstructure,delayedcareok.",['Fire'],Yellow,[2],1
4308,"Grabe, landslide nangyari and sunog sa kuryente! no signs of life.","['Natural Disaster', 'Fire']",Black,"[2, 4]",3
5852,by providing villagers in hard to reach areas with tools to build temporary shelters and repair damaged houses the red cross is helping people to stay in or around their homes,"['Accident', 'Other']",Yellow,"[0, 5]",1
10370,is the earthquake coming this night at 10 oclock,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1873,"Responders needed for break-in, walking wounded.",['Crime'],Green,[1],0
145,"Respondersneededforarmadongpagnanakaw,severebleeding.",['Crime'],Red,[1],2
2413,"Parang may banggaan sa kalsada and pagguho ng lupa, needs treatment soon.","['Accident', 'Natural Disaster']",Yellow,"[0, 4]",1
10454,some 10 273 people died while 5 823 were missing since december 26 when towering waves slammed into the indian states of tamil nadu kerala and the andaman and nicobar archipelago in the indian ocean,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
8743,such measures are to control the spread of nosocomial infection,"['Medical', 'Other']",Red,"[3, 5]",2
9727,the villagers throughout the kecamatan lack many vital nutrients,['Other'],Green,[5],0
4285,"Help!buildingevacuationandhindihumihinga,notbreathing.","['Other', 'Medical']",Red,"[3, 5]",2
6351,he said the government has provided a motorised barge for emergency evacuations from the part of kpendjal cut off to land access,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
7599,i don t have food only wanter,['Other'],Green,[5],0
9115,that effort had helped in alerting youth to the fallacy of the pretensions of the extremists and had consequently dealt a hard blow to their activities and largely reduced their heinous crimes,['Other'],Green,[5],0
478,"Responders needed for building on fire na, deceased.",['Fire'],Black,[2],3
2254,"Incident reported: smoke lumalabas, hindi na humihinga.",['Fire'],Black,[2],3
8172,the mission found that some idps had already started to return to their homes to prepare land for the next season and to plant dry season crops in the wetland areas,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
2083,"Parang may walang malay na pasyente, posibleng may sugatan.",['Medical'],Yellow,[3],1
1909,"Dispatch units for pananakit ng dibdib and road crash, walking wounded.","['Medical', 'Accident']",Green,"[0, 3]",0
1100,"Emergency reported involving sunog sa kusina and hindi humihinga, possible fracture.","['Fire', 'Medical']",Yellow,"[2, 3]",1
3860,"Emergency reported involving chest pain, no signs of life. pls help",['Medical'],Black,[3],3
9862,localized devastation to fisheries infrastructure and the shrimp aquaculture sector is also reported with shrimp hatcheries badly hit particularly in satkhira khulna and cox bazar districts,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
8938,we are about 500 people we re in martissant 23 village dantes god bless you,['Other'],Green,[5],0
4428,"Narinig ko ang storm surge, not breathing.",['Natural Disaster'],Red,[4],2
5096,"Help! nawawalang bata, no signs of life.",['Other'],Black,[5],3
871,"uhm Agarang sitwasyon: nawawalang bata and nasusunog na gusali, hindi na humihinga.","['Other', 'Fire']",Black,"[2, 5]",3
5647,"Help! house fire and domestic violence, no signs of life.","['Fire', 'Crime']",Black,"[1, 2]",3
6451,there are serious things happening in the ecological system which is going wrong the zrcs task force formed during the cholera outbreaks in 2006 facilitated coordination and implementation of assessments the suicide bomber did not succeed in blowing himself up the report said adding that a military explosives expert was seriously injured apparently while defusing the device,"['Crime', 'Other']",Yellow,"[1, 5]",1
2191,"Kailangan ng responders para sa unknown smell, no injuries reported.",['Other'],Green,[5],0
3775,"There is a kombulsyon and flooding reported, kailangan ng tulong pero stable.","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1
7224,there is a low risk that a few adult groups could appear from the interior of saudi arabia during periods of warm southwesterly winds associated with depressions over northern arabia,['Other'],Green,[5],0
4024,"Emergency na kinasasangkutan ng nawawalang bata, no injuries reported.",['Other'],Green,[5],0
4527,"May naiulat na missing person, urgent help needed. uhm",['Other'],Red,[5],2
10389,lost my house i escaped on time so did my parents,['Other'],Green,[5],0
248,"Agarang sitwasyon: nahihirapan huminga, no signs of life.",['Medical'],Black,[3],3
8646,zongon bekkel niger aug 10 afp the free food aid promised by humanitarian organisations for weeks had finally arrived and the news spread like wild fire between nomadic villages in famine threatened southern niger,['Other'],Yellow,[5],1
8886,you will move the people that are lodged to the champ de mars in other which place you will put them,"['Accident', 'Other']",Yellow,"[0, 5]",1
9913,in addition to the smaller aircraft we are now pushing in heavylift helicopters which have not been damaged or destroyed by the tsunami,['Other'],Green,[5],0
4973,"Urgent situation: building on fire na and banggaan ng motorsiklo, urgent help needed.","['Fire', 'Accident']",Red,"[0, 2]",2
8420,namibia night curfew imposed along angolan border,['Other'],Green,[5],0
6152,he told me the story of how he sent the first email last february about a mysterious disease that was killing people,"['Crime', 'Other']",Black,"[1, 5]",3
1209,"Critical alert: nasusunog na gusali, walang agarang panganib.",['Fire'],Green,[2],0
7441,we need in the foundation for the lifting of the help for 2763 victims that we are helping with their difficulties they are from port au prince in the hard situation they are living,['Other'],Yellow,[5],1
9771,im in the camp unah carrefour dikini there are 63 leaders steal the aids we dont find nothing we ask to the responsible keep their robber,['Other'],Green,[5],0
9903,we need help in cabaret because we are sleeping in the street and we need shelter,['Other'],Yellow,[5],1
5142,"Parang may building on fire na, kailangan ng agarang tugon.",['Fire'],Red,[2],2
3896,"may Dispatch units for typhoon impact, not breathing.",['Natural Disaster'],Red,[4],2
10257,i am a 20 year old male wanting to help my haitian brothers,['Other'],Yellow,[5],1
1887,"Emergency n kinssngkutn ng hyop n n-trp, expectnt ctegory.",['Other'],Black,[5],3
6803,i am from anse a pitree my house which was in delmas 32 was destroyed with everything i had inside i went back to my hometown of anse a pitrea i would like to know how to get some help because i have absolutely nothing,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
3934,"Kailangan ng responders para sa assault and tao nagwawala, safe to wait.","['Crime', 'Other']",Green,"[1, 5]",0
6985,communication between diktel the district capital and kathmandu has been hampered since the telecom tower in udaypur was destroyed in the armed conflict affecting nepal a few months ago,"['Accident', 'Crime', 'Other']",Yellow,"[0, 1, 5]",1
3229,"Narinig ko ang epekto ng bagyo and bridge collapse, no injuries reported.","['Natural Disaster', 'Other']",Green,"[4, 5]",0
9906,is the people of rue laporte does nt sinister because we don t see any responsable of the government about medical care covers food and tent my house is breaking please help me,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
8818,the secretary general s special representative for children and armed conflict leila zerrougui said http reliefweb int node 689789 that she was appalled by the total disregard for human life shown by extremist armed groups such as the islamic state of iraq and the levant isil and boko haram,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Yellow,"[0, 3, 4, 5]",1
9128,for the last two weeks an unprecedented army worm infestation has been reported from various districts in northern liberia,['Other'],Green,[5],0
4829,"Responders needed for aksidente sa kotse and may usok na lumalabas, walking wounded.","['Accident', 'Fire']",Green,"[0, 2]",0
9010,termites have also been very destructive in maize and bollworms sucking insects and leaf eaters have been prevalent in cotton,['Other'],Green,[5],0
10374,we need in sabouren teleco the people need help now,['Other'],Yellow,[5],1
7797,i live in a camp there is no food no water help us,['Other'],Yellow,[5],1
3061,"Dispatch units for gulo sa publiko, severe bleeding.",['Other'],Red,[5],2
1787,"Responders needed for power outage, expectant category.",['Other'],Black,[5],3
8629,they are throwing food out to make people fight for it thank you,['Other'],Yellow,[5],1
289,"Grabe, baha and karahasan sa bahay! severe bleeding.","['Natural Disaster', 'Crime']",Red,"[1, 4]",2
1639,"may Grabe, may break-in sa bahay and nawalang mountaineer! not breathing.","['Crime', 'Other']",Red,"[1, 5]",2
7947,the assault came on a day of violence that started when militants opened fire on troops in the former islamist stronghold of goundam 80 kilometres 50 miles from timbuktu killing two soldiers and a child,"['Crime', 'Other']",Black,"[1, 5]",3
7435,some freeways were closed and thousands of vehicles were stranded,"['Accident', 'Other']",Yellow,"[0, 5]",1
1226,"Critical alert: not breathing, no injuries reported.",['Medical'],Green,[3],0
4883,"Parang may malakas na ulan and pananakit, wala nang buhay.","['Natural Disaster', 'Crime']",Black,"[1, 4]",3
6750,in the days after the december 26 disaster which killed over 106 000 indonesians and left many thousands more clinging to life on remote shorelines foreign troops were welcomed as they rushed in aid by navy warships and helicopters,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
5889,who recommends that the government take immediate action to reduce the risk of dengue transmission and mitigate the impact of the dengue epidemic,"['Accident', 'Medical', 'Other']",Red,"[0, 3, 5]",2
248,"Agarang sitwasyon: nahihirapan huminga, no signs of life.",['Medical'],Black,[3],3
7662,usaid activities in mauritania predominantly focus on combating food insecurity,['Other'],Yellow,[5],1
5152,"There is a landslide reported, no signs of life.",['Natural Disaster'],Black,[4],3
4510,"Emergency reported involving kombulsyon, walang agarang panganib.",['Medical'],Green,[3],0
492,"Parang may earthquake damage, expectant category.",['Natural Disaster'],Black,[4],3
2067,"may Emergency reported involving vehicle collision, kailangan ng tulong pero stable.",['Accident'],Yellow,[0],1
675,"Kilngn ng responders pr s kitchen fire, decesed.",['Fire'],Black,[2],3
6636,we find no food we are starving,['Other'],Yellow,[5],1
6031,new post in hours after haiti s earthquake silence from un building codes flashback inner ci http cli gs mtrrr http cli gs mtrrr,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
4554,"Inalerto ang mga awtoridad: aksidente sa trak and heavy rainfall, wala nang buhay.","['Accident', 'Natural Disaster']",Black,"[0, 4]",3
3998,"Emergency na kinasasangkutan ng may flood, walking wounded.",['Natural Disaster'],Green,[4],0
1597,"Authorities alerted: earthquake damage and may rally, deceased.","['Natural Disaster', 'Other']",Black,"[4, 5]",3
6300,we are in delmas 31 in and we have not received anything please spread the word,['Other'],Green,[5],0
1699,"Help! difficulty breathing, no injuries reported.",['Medical'],Green,[3],0
9145,help please i have three children my house collapsed i don t have water i don t have food i haven t found anyone to save me,"['Accident', 'Other']",Red,"[0, 5]",2
7294,they even built laundry drying racks and their own room dividers in the tents,['Other'],Yellow,[5],1
2437,"Help! earthquake damage and banggaan sa kalsada, deceased.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
2293,"Emergency reported involving hit and run, walang agarang panganib.",['Accident'],Green,[0],0
5134,"Kailangan ng responders para sa inilikas ang gusali and gun threat, no signs of life.","['Other', 'Crime']",Black,"[1, 5]",3
6226,good evening red cross i can be found at mon repos 40k,['Other'],Yellow,[5],1
3323,"Urgent situation: motorcycle crash, expectant category. pls help",['Accident'],Black,[0],3
9056,cyclone nargis swept across myanmar on may 2 and 3 uprooting trees and flattening buildings with 120 mile per hour winds and leaving huge casualties in its wake,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
6521,i am in leoganes where can i get food please,['Other'],Yellow,[5],1
1545,"Agarang sitwasyon: assault, no signs of life.",['Crime'],Black,[1],3
8714,the camp coordinator denied that any government agency had provided aid to the affected displaced so far,['Other'],Yellow,[5],1
6936,i am a haitian citizen looking for work can 4636 help me,['Other'],Green,[5],0
6219,how to make someone found a doctor if they gyncologue violel if he will give you hundreds vagen,['Other'],Green,[5],0
3669,"Ipadala ang mga yunit para sa may holdap and sunog sa kuryente, possible fracture.","['Crime', 'Fire']",Yellow,"[1, 2]",1
525,"Authorities alerted: hindi matukoy na emergency and nag-assault, possible fracture.","['Other', 'Crime']",Yellow,"[1, 5]",1
6668,since after this earthquake i was feelingfaint i can t to eat i can t to sleep in my hourse at port au prince,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1879,"Critical alert: assault, hindi na humihinga.",['Crime'],Black,[1],3
2172,"Critical alert: tao bumagsak, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1
4067,"may There is a smoke lumalabas reported, kailangan ng agarang tugon.",['Fire'],Red,[2],2
2015,"Incident reported: armed robbery and chest pain, expectant category.","['Crime', 'Medical']",Black,"[1, 3]",3
3544,"Authorities alerted: heavy rainfall and car accident, urgent help needed.","['Natural Disaster', 'Accident']",Red,"[0, 4]",2
9709,please my house collapsed i dont have foos to eat im with a child my work collapsed i need a little help to eat with my child thanks,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
1126,"Ipadala ang mga yunit para sa truck bangga and pananakit ng dibdib, deceased.","['Accident', 'Medical']",Black,"[0, 3]",3
8465,oh my godness the school cause many people die and no body knows when will it open this year brings so many trouble every body,['Other'],Green,[5],0
10514,these are of the numbers of the family that were victim of january 12 2010 thank you,['Other'],Green,[5],0
5152,"There is a landslide reported, no signs of life.",['Natural Disaster'],Black,[4],3
2098,"Kailangan ng responders para sa smoke lumalabas and truck bangga, expectant category. uhm","['Fire', 'Accident']",Black,"[0, 2]",3
5012,"Kritikal na alerto: baha and salpukan ng sasakyan, deceased.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
1944,"Agarang sitwasyon: maraming tao nagkakagulo and car accident, hindi na humihinga.","['Other', 'Accident']",Black,"[0, 5]",3
6969,in zambia the unusually severe drought has caused severe food shortages,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
1758,"Critical alert: hindi humihinga and nawawalang tao, possible fracture.","['Medical', 'Other']",Yellow,"[3, 5]",1
5721,today we get things to eat tomorrow we won t find,['Other'],Yellow,[5],1
5451,"Responders needed for heavy rainfall and walang malay na pasyente, not breathing.","['Natural Disaster', 'Medical']",Red,"[3, 4]",2
610,"Authorities alerted: unconscious patient, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1
7372,although the army has been mobilised and government teams have evacuated areas and are providing relief aid people are in urgent need of food clean water and shelter,"['Medical', 'Other']",Yellow,"[3, 5]",1
7375,unhcr began its assisted repatriation of afghans back to their homeland on 1 march at its new registration centre at takhtabaig near peshawar pakistan,['Other'],Green,[5],0
1714,"Critical alert: salpukan ng sasakyan, wala nang buhay.",['Accident'],Black,[0],3
10580,the floodwaters inundated two thirds of dhaka a city of some 10 million people and three quarters of bangladesh,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
5830,a survey of top climate scientists also published by oxfam today said poor people living in low lying coastal areas island atolls in the pacific mega deltas and farmers throughout the world are most at risk from climate change because of flooding and prolonged drought ten out of the 12 dead were hit by thunders and lightnings,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
9190,big problem that we have in barade we are asking digi to see what it can do for us so we do not die of food starvation ok thank you,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
4526,"Inalerto ang mga awtoridad: may taong bumagsak, wala nang buhay.",['Medical'],Black,[3],3
8184,is it possible to have help for people who have gone to the province thank you,['Other'],Yellow,[5],1
10560,the country sits in one of the most geologically unstable regions on earth part of the earthquake prone ring of fire that partly encircles the pacific basin,['Other'],Green,[5],0
5251,"Narinig ko ang earthquake damage, needs treatment soon. pls help",['Natural Disaster'],Yellow,[4],1
10642,we do have any kindle we do have a small lamp,['Other'],Green,[5],0
6737,when the seism will finish isit will be the end,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
8963,my job is to manage the detailed process of designing and implementing long term reconstruction programs with the donations so generously provided by the australian community,['Other'],Green,[5],0
5253,"Parang may epekto ng bagyo and may accident sa road, deceased.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
6096,children and elderly who are handicapped are without help food drink water clothing medicine,['Other'],Yellow,[5],1
9890,they agreed to enhance cooperation and coordination mechanisms to provide the best humanitarian services to those affected in somalia especially through provision of food medial supplies and drinkable water to alleviate the acute humanitarian suffering there,"['Medical', 'Other']",Red,"[3, 5]",2
190,"Help! armadong pagnanakaw, safe to wait.",['Crime'],Green,[1],0
1844,"Inalertoangmgaawtoridad:hitandrunandkombulsyon,urgenthelpneeded.","['Accident', 'Medical']",Red,"[0, 3]",2
81,"Agarang sitwasyon: tagas ng gas, expectant category.",['Other'],Black,[5],3
9539,emergency water supplies to address the acute scarcity of water in the gode zone,['Other'],Yellow,[5],1
4362,"May naiulat na pananakit ng dibdib, no signs of life.",['Medical'],Black,[3],3
10026,rt operationbless donate to ob s haiti earthquake fund help raise money for those in need after the 7 2 earthquake http bit ly 8cpirn,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
3004,"Narinig ko ang hindi humihinga and aksidente sa kotse, walang agarang panganib.","['Medical', 'Accident']",Green,"[0, 3]",0
1766,"Grabe, difficulty breathing! walking wounded.",['Medical'],Green,[3],0
8230,contact we suppose to have to obtain information about 4636,['Other'],Green,[5],0
1326,"uhm Emergency na kinasasangkutan ng may seizure yung pasyente and building on fire na, kailangan ng tulong pero stable.","['Medical', 'Fire']",Yellow,"[2, 3]",1
6633,trying to stock up on food before the storm has alerted me to the fact that i categorically only like foods that need to be refrigerated,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
1763,"Inalerto ang mga awtoridad: aksidente sa trak and smoke lumalabas, deceased.","['Accident', 'Fire']",Black,"[0, 2]",3
